Tissue	TPM	GENE
N	 0.025125843	NFE2
N	 0.025125843	NFE2
N	 0.04942553	NFE2
N	 0.037275687	NFE2
N	 0.049425531	NFE2
N	 0.037275687	NFE2
N	 0.04942553	NFE2
N	 0.025125843	NFE2
N	 0.049425531	NFE2
N	 0.049425531	NFE2
N	 0.049425531	NFE2
N	 0.04942553	NFE2
N	 0.04942553	NFE2
N	 0.142239454	NFE2
N	 0.049425531	NFE2
N	 0.01705700	NFE2
N	 0.049425531	NFE2
N	 0.008988151	NFE2
N	 0.049425531	NFE2
N	 0.025125843	NFE2
N	 0.04942553	NFE2
N	 0.008988151	NFE2
N	 0.04942553	NFE2
N	 0.049425531	NFE2
N	 0.049425531	NFE2
N	 0.025125843	NFE2
N	 0.02512584	NFE2
N	 0.037275687	NFE2
N	 0.049425531	NFE2
N	 0.049425531	NFE2
N	 0.025125843	NFE2
N	 0.037275687	NFE2
N	 0.037275687	NFE2
T	 1.173100207	IRF5
T	 1.17310021	IRF5
T	 2.654711932	IRF5
T	 6.13790983	IRF5
T	 2.195042217	IRF5
T	 1.173100207	IRF5
T	 2.654711932	IRF5
T	 1.455918811	IRF5
T	 1.173100207	IRF5
T	 1.78001602	IRF5
T	 1.78001602	IRF5
T	 1.455918811	IRF5
T	 1.45591881	IRF5
T	 1.45591881	IRF5
T	 2.195042217	IRF5
T	 2.65471193	IRF5
T	 0.88205436	IRF5
T	 1.780016019	IRF5
T	 1.173100207	IRF5
T	 1.78001602	IRF5
T	 0.88205436	IRF5
T	 0.882054361	IRF5
T	 0.22368616	IRF5
T	 2.195042217	IRF5
T	 1.780016019	IRF5
T	 1.173100207	IRF5
T	 2.654711932	IRF5
T	 1.780016019	IRF5
T	 1.45591881	IRF5
T	 1.17310021	IRF5
T	 0.55156849	IRF5
T	 2.19504222	IRF5
T	 1.455918811	IRF5
T	 6.13790983	IRF5
T	 1.780016019	IRF5
T	 1.780016019	IRF5
T	 1.780016019	IRF5
T	 6.137909825	IRF5
T	 6.137909825	IRF5
T	 1.02757728	IRF5
T	 1.17310021	IRF5
T	 2.19504222	IRF5
T	 1.455918811	IRF5
T	 1.780016019	IRF5
T	 2.977235633	IRF5
T	 1.17310021	IRF5
T	 2.654711932	IRF5
T	 1.17310021	IRF5
T	 3.906873055	IRF5
T	 2.654711932	IRF5
T	 2.19504222	IRF5
T	 2.195042217	IRF5
T	 1.173100207	IRF5
T	 4.513986777	IRF5
T	 1.45591881	IRF5
T	 2.654711932	IRF5
T	 1.455918811	IRF5
T	 4.513986777	IRF5
T	 2.65471193	IRF5
T	 2.195042217	IRF5
T	 1.780016019	IRF5
T	 2.65471193	IRF5
T	 1.78001602	IRF5
T	 4.51398678	IRF5
T	 2.654711932	IRF5
T	 1.17310021	IRF5
T	 1.173100207	IRF5
T	 3.29975933	IRF5
T	 0.551568493	IRF5
T	 1.027577284	IRF5
T	 0.882054361	IRF5
T	 1.780016019	IRF5
T	 4.513986777	IRF5
T	 1.45591881	IRF5
T	 2.195042217	IRF5
T	 2.654711932	IRF5
T	 1.780016019	IRF5
T	 2.195042217	IRF5
T	 1.173100207	IRF5
T	 3.29975933	IRF5
T	 3.29975933	IRF5
T	 4.51398678	IRF5
T	 1.780016019	IRF5
T	 0.88205436	IRF5
T	 1.455918811	IRF5
T	 1.17310021	IRF5
T	 0.88205436	IRF5
T	 0.55156849	IRF5
T	 1.027577284	IRF5
T	 0.882054361	IRF5
T	 1.45591881	IRF5
T	 1.780016019	IRF5
T	 2.654711932	IRF5
T	 0.882054361	IRF5
T	 1.780016019	IRF5
T	 1.455918811	IRF5
T	 1.78001602	IRF5
T	 1.17310021	IRF5
T	 1.455918811	IRF5
T	 0.551568493	IRF5
T	 1.173100207	IRF5
T	 1.17310021	IRF5
T	 1.78001602	IRF5
T	 1.173100207	IRF5
T	 1.17310021	IRF5
T	 1.17310021	IRF5
T	 2.654711932	IRF5
T	 1.455918811	IRF5
T	 2.195042217	IRF5
T	 0.882054361	IRF5
T	 1.455918811	IRF5
T	 0.55156849	IRF5
T	 0.551568493	IRF5
T	 2.19504222	IRF5
T	 6.137909825	IRF5
T	 2.195042217	IRF5
T	 2.195042217	IRF5
T	 1.173100207	IRF5
T	 3.29975933	IRF5
T	 1.455918811	IRF5
T	 1.61796741	IRF5
T	 1.17310021	IRF5
T	 2.195042217	IRF5
T	 0.88205436	IRF5
T	 0.882054361	IRF5
T	 2.195042217	IRF5
T	 0.882054361	IRF5
T	 2.654711932	IRF5
T	 3.29975933	IRF5
T	 1.173100207	IRF5
T	 0.88205436	IRF5
T	 1.780016019	IRF5
T	 1.173100207	IRF5
T	 1.173100207	IRF5
T	 1.173100207	IRF5
T	 1.455918811	IRF5
T	 0.551568493	IRF5
T	 1.455918811	IRF5
T	 2.195042217	IRF5
T	 1.455918811	IRF5
T	 1.02757728	IRF5
T	 1.78001602	IRF5
T	 1.78001602	IRF5
T	 1.314509509	IRF5
T	 1.78001602	IRF5
T	 0.882054361	IRF5
T	 2.19504222	IRF5
T	 0.882054361	IRF5
T	 2.195042217	IRF5
T	 4.513986777	IRF5
T	 6.137909825	IRF5
T	 2.195042217	IRF5
T	 1.17310021	IRF5
T	 2.65471193	IRF5
T	 1.780016019	IRF5
T	 1.780016019	IRF5
T	 1.173100207	IRF5
T	 2.195042217	IRF5
T	 1.17310021	IRF5
T	 1.173100207	IRF5
T	 1.780016019	IRF5
T	 1.455918811	IRF5
T	 3.299759333	IRF5
T	 1.780016019	IRF5
T	 1.61796741	IRF5
T	 2.195042217	IRF5
T	 1.780016019	IRF5
T	 1.31450951	IRF5
T	 1.173100207	IRF5
T	 1.780016019	IRF5
T	 1.31450951	IRF5
T	 1.78001602	IRF5
T	 1.173100207	IRF5
T	 2.654711932	IRF5
T	 0.882054361	IRF5
T	 2.19504222	IRF5
T	 2.19504222	IRF5
T	 1.027577284	IRF5
T	 1.173100207	IRF5
T	 2.654711932	IRF5
T	 0.882054361	IRF5
T	 0.882054361	IRF5
T	 2.19504222	IRF5
T	 2.654711932	IRF5
T	 1.780016019	IRF5
T	 1.314509509	IRF5
T	 3.29975933	IRF5
T	 2.195042217	IRF5
T	 2.19504222	IRF5
T	 2.654711932	IRF5
T	 2.195042217	IRF5
T	 1.455918811	IRF5
T	 1.45591881	IRF5
T	 1.455918811	IRF5
T	 1.173100207	IRF5
T	 0.882054361	IRF5
T	 1.455918811	IRF5
T	 4.51398678	IRF5
T	 1.780016019	IRF5
T	 1.780016019	IRF5
T	 3.29975933	IRF5
T	 3.299759333	IRF5
T	 2.654711932	IRF5
T	 1.173100207	IRF5
T	 1.61796741	IRF5
T	 2.654711932	IRF5
T	 2.195042217	IRF5
T	 2.195042217	IRF5
T	 1.314509509	IRF5
T	 1.780016019	IRF5
T	 3.299759333	IRF5
T	 1.780016019	IRF5
T	 0.882054361	IRF5
T	 1.45591881	IRF5
T	 2.65471193	IRF5
T	 6.13790983	IRF5
T	 1.78001602	IRF5
T	 2.195042217	IRF5
T	 2.654711932	IRF5
T	 0.882054361	IRF5
T	 1.173100207	IRF5
T	 1.780016019	IRF5
T	 1.45591881	IRF5
T	 1.780016019	IRF5
T	 1.455918811	IRF5
T	 2.654711932	IRF5
N	 2.195042217	IRF5
N	 1.173100207	IRF5
N	 1.45591881	IRF5
N	 1.173100207	IRF5
N	 1.455918811	IRF5
N	 2.195042217	IRF5
N	 0.55156849	IRF5
N	 1.173100207	IRF5
N	 1.780016019	IRF5
N	 0.88205436	IRF5
N	 1.455918811	IRF5
N	 1.173100207	IRF5
N	 1.173100207	IRF5
N	 2.195042217	IRF5
N	 1.173100207	IRF5
N	 0.882054361	IRF5
N	 1.780016019	IRF5
N	 1.45591881	IRF5
N	 1.78001602	IRF5
N	 1.78001602	IRF5
N	 1.173100207	IRF5
N	 0.882054361	IRF5
N	 1.173100207	IRF5
N	 1.455918811	IRF5
N	 1.173100207	IRF5
N	 0.882054361	IRF5
N	 1.45591881	IRF5
N	 1.455918811	IRF5
N	 1.173100207	IRF5
N	 1.17310021	IRF5
N	 1.780016019	IRF5
N	 0.882054361	IRF5
N	 0.882054361	IRF5
N	 1.45591881	IRF5
N	 1.455918811	IRF5
N	 0.88205436	IRF5
N	 0.882054361	IRF5
N	 0.34868153	IRF5
N	 1.173100207	IRF5
N	 1.780016019	IRF5
N	 0.88205436	IRF5
N	 2.65471193	IRF5
N	 1.173100207	IRF5
N	 1.780016019	IRF5
N	 1.780016019	IRF5
N	 2.195042217	IRF5
N	 1.173100207	IRF5
N	 1.455918811	IRF5
N	 1.17310021	IRF5
N	 0.882054361	IRF5
N	 0.882054361	IRF5
N	 0.882054361	IRF5
N	 1.173100207	IRF5
N	 1.45591881	IRF5
N	 1.780016019	IRF5
N	 1.455918811	IRF5
N	 1.45591881	IRF5
N	 1.17310021	IRF5
N	 1.780016019	IRF5
N	 0.882054361	IRF5
N	 1.455918811	IRF5
N	 1.173100207	IRF5
N	 0.882054361	IRF5
N	 1.173100207	IRF5
N	 1.455918811	IRF5
N	 1.780016019	IRF5
N	 0.551568493	IRF5
N	 2.195042217	IRF5
N	 1.314509509	IRF5
N	 0.882054361	IRF5
N	 1.455918811	IRF5
N	 0.882054361	IRF5
N	 1.173100207	IRF5
N	 0.88205436	IRF5
N	 0.882054361	IRF5
N	 1.78001602	IRF5
N	 1.314509509	IRF5
N	 0.882054361	IRF5
N	 0.882054361	IRF5
N	 1.455918811	IRF5
N	 1.61796741	IRF5
N	 0.882054361	IRF5
N	 0.88205436	IRF5
N	 0.882054361	IRF5
N	 0.882054361	IRF5
N	 1.17310021	IRF5
N	 2.195042217	IRF5
N	 1.455918811	IRF5
N	 1.02757728	IRF5
N	 1.45591881	IRF5
N	 2.195042217	IRF5
N	 1.173100207	IRF5
N	 0.882054361	IRF5
N	 1.173100207	IRF5
N	 1.455918811	IRF5
N	 1.173100207	IRF5
N	 1.173100207	IRF5
N	 1.455918811	IRF5
N	 1.455918811	IRF5
N	 1.455918811	IRF5
N	 1.173100207	IRF5
N	 2.654711932	IRF5
N	 1.455918811	IRF5
N	 0.882054361	IRF5
N	 1.173100207	IRF5
N	 1.173100207	IRF5
N	 1.173100207	IRF5
N	 1.17310021	IRF5
N	 1.455918811	IRF5
N	 1.173100207	IRF5
N	 0.882054361	IRF5
N	 1.780016019	IRF5
N	 0.882054361	IRF5
N	 0.882054361	IRF5
N	 1.173100207	IRF5
N	 1.455918811	IRF5
N	 1.455918811	IRF5
N	 1.455918811	IRF5
N	 0.716811427	IRF5
N	 1.17310021	IRF5
N	 1.173100207	IRF5
N	 1.455918811	IRF5
N	 1.455918811	IRF5
N	 1.173100207	IRF5
N	 0.882054361	IRF5
N	 1.455918811	IRF5
N	 0.882054361	IRF5
N	 1.173100207	IRF5
N	 1.455918811	IRF5
N	 1.173100207	IRF5
N	 1.455918811	IRF5
N	 1.455918811	IRF5
N	 1.455918811	IRF5
N	 1.173100207	IRF5
N	 0.551568493	IRF5
N	 1.17310021	IRF5
N	 1.173100207	IRF5
N	 1.780016019	IRF5
N	 1.173100207	IRF5
N	 1.780016019	IRF5
N	 1.455918811	IRF5
N	 1.455918811	IRF5
N	 0.55156849	IRF5
N	 3.299759333	IRF5
N	 1.173100207	IRF5
N	 1.78001602	IRF5
N	 0.88205436	IRF5
N	 1.455918811	IRF5
N	 0.882054361	IRF5
N	 1.173100207	IRF5
N	 0.882054361	IRF5
N	 1.17310021	IRF5
N	 1.173100207	IRF5
N	 0.882054361	IRF5
N	 1.173100207	IRF5
N	 1.173100207	IRF5
N	 0.88205436	IRF5
N	 0.882054361	IRF5
N	 1.455918811	IRF5
N	 0.882054361	IRF5
N	 1.780016019	IRF5
N	 1.17310021	IRF5
N	 1.455918811	IRF5
N	 1.455918811	IRF5
N	 0.88205436	IRF5
N	 0.551568493	IRF5
N	 0.88205436	IRF5
N	 1.17310021	IRF5
N	 1.455918811	IRF5
N	 1.455918811	IRF5
N	 1.173100207	IRF5
N	 0.882054361	IRF5
N	 0.882054361	IRF5
N	 1.455918811	IRF5
N	 1.02757728	IRF5
N	 0.882054361	IRF5
N	 0.882054361	IRF5
N	 1.173100207	IRF5
N	 1.455918811	IRF5
N	 2.195042217	IRF5
N	 1.45591881	IRF5
N	 1.780016019	IRF5
N	 0.882054361	IRF5
N	 1.455918811	IRF5
N	 1.455918811	IRF5
N	 0.882054361	IRF5
N	 1.455918811	IRF5
N	 0.882054361	IRF5
N	 1.173100207	IRF5
N	 1.17310021	IRF5
N	 1.455918811	IRF5
N	 1.17310021	IRF5
N	 1.173100207	IRF5
N	 1.314509509	IRF5
N	 2.654711932	IRF5
N	 1.17310021	IRF5
N	 0.882054361	IRF5
N	 1.173100207	IRF5
N	 1.173100207	IRF5
N	 0.55156849	IRF5
N	 0.882054361	IRF5
N	 1.455918811	IRF5
N	 1.455918811	IRF5
N	 1.173100207	IRF5
N	 1.17310021	IRF5
N	 1.78001602	IRF5
N	 0.551568493	IRF5
N	 0.882054361	IRF5
N	 0.88205436	IRF5
N	 0.882054361	IRF5
N	 1.780016019	IRF5
N	 0.882054361	IRF5
N	 2.195042217	IRF5
N	 1.78001602	IRF5
N	 0.882054361	IRF5
N	 1.17310021	IRF5
N	 0.882054361	IRF5
N	 0.882054361	IRF5
N	 1.173100207	IRF5
N	 0.55156849	IRF5
N	 1.173100207	IRF5
N	 1.455918811	IRF5
N	 0.551568493	IRF5
N	 1.173100207	IRF5
N	 1.173100207	IRF5
N	 0.882054361	IRF5
T	17.214233557	BTG2
T	17.21423356	BTG2
T	17.214233557	BTG2
T	 8.92443792	BTG2
T	 8.924437921	BTG2
T	11.876922914	BTG2
T	 8.924437921	BTG2
T	 6.137909825	BTG2
T	17.214233557	BTG2
T	17.21423356	BTG2
T	 8.92443792	BTG2
T	17.214233557	BTG2
T	17.21423356	BTG2
T	11.87692291	BTG2
T	 8.924437921	BTG2
T	 6.13790983	BTG2
T	11.87692291	BTG2
T	11.876922914	BTG2
T	17.214233557	BTG2
T	11.87692291	BTG2
T	11.87692291	BTG2
T	17.214233557	BTG2
T	 8.92443792	BTG2
T	17.214233557	BTG2
T	17.214233557	BTG2
T	17.214233557	BTG2
T	17.214233557	BTG2
T	 8.924437921	BTG2
T	17.21423356	BTG2
T	17.21423356	BTG2
T	11.87692291	BTG2
T	11.87692291	BTG2
T	17.214233557	BTG2
T	17.21423356	BTG2
T	11.876922914	BTG2
T	17.214233557	BTG2
T	11.876922914	BTG2
T	17.214233557	BTG2
T	11.876922914	BTG2
T	17.21423356	BTG2
T	17.21423356	BTG2
T	 8.92443792	BTG2
T	 8.924437921	BTG2
T	11.876922914	BTG2
T	11.876922914	BTG2
T	11.87692291	BTG2
T	 8.924437921	BTG2
T	17.21423356	BTG2
T	 6.137909825	BTG2
T	 8.924437921	BTG2
T	17.21423356	BTG2
T	 8.924437921	BTG2
T	11.876922914	BTG2
T	11.876922914	BTG2
T	 8.92443792	BTG2
T	 8.924437921	BTG2
T	11.876922914	BTG2
T	 8.924437921	BTG2
T	 6.13790983	BTG2
T	 8.924437921	BTG2
T	17.214233557	BTG2
T	 4.51398678	BTG2
T	 8.92443792	BTG2
T	17.21423356	BTG2
T	11.876922914	BTG2
T	17.21423356	BTG2
T	11.876922914	BTG2
T	17.21423356	BTG2
T	 8.924437921	BTG2
T	 8.924437921	BTG2
T	17.214233557	BTG2
T	17.214233557	BTG2
T	17.214233557	BTG2
T	17.21423356	BTG2
T	11.876922914	BTG2
T	 6.137909825	BTG2
T	 8.924437921	BTG2
T	17.214233557	BTG2
T	11.876922914	BTG2
T	 6.13790983	BTG2
T	17.21423356	BTG2
T	17.21423356	BTG2
T	11.876922914	BTG2
T	17.21423356	BTG2
T	11.876922914	BTG2
T	 6.13790983	BTG2
T	 8.92443792	BTG2
T	 8.92443792	BTG2
T	 8.924437921	BTG2
T	17.214233557	BTG2
T	 8.92443792	BTG2
T	 8.924437921	BTG2
T	17.214233557	BTG2
T	11.876922914	BTG2
T	 8.924437921	BTG2
T	 6.137909825	BTG2
T	17.21423356	BTG2
T	11.87692291	BTG2
T	11.876922914	BTG2
T	 8.924437921	BTG2
T	17.214233557	BTG2
T	 6.13790983	BTG2
T	 8.92443792	BTG2
T	 8.924437921	BTG2
T	17.21423356	BTG2
T	 8.92443792	BTG2
T	11.876922914	BTG2
T	17.214233557	BTG2
T	 8.924437921	BTG2
T	11.876922914	BTG2
T	 8.924437921	BTG2
T	 8.92443792	BTG2
T	17.214233557	BTG2
T	 8.92443792	BTG2
T	 8.924437921	BTG2
T	 8.924437921	BTG2
T	11.876922914	BTG2
T	17.214233557	BTG2
T	17.21423356	BTG2
T	17.214233557	BTG2
T	 6.13790983	BTG2
T	 8.92443792	BTG2
T	17.214233557	BTG2
T	11.87692291	BTG2
T	 8.924437921	BTG2
T	11.876922914	BTG2
T	 8.924437921	BTG2
T	17.214233557	BTG2
T	11.87692291	BTG2
T	11.876922914	BTG2
T	 8.92443792	BTG2
T	 8.924437921	BTG2
T	17.214233557	BTG2
T	 8.924437921	BTG2
T	 8.924437921	BTG2
T	 8.924437921	BTG2
T	11.876922914	BTG2
T	17.214233557	BTG2
T	17.214233557	BTG2
T	11.876922914	BTG2
T	11.87692291	BTG2
T	11.87692291	BTG2
T	 4.51398678	BTG2
T	 8.924437921	BTG2
T	11.87692291	BTG2
T	17.214233557	BTG2
T	 8.92443792	BTG2
T	 8.924437921	BTG2
T	17.214233557	BTG2
T	 8.924437921	BTG2
T	17.214233557	BTG2
T	17.214233557	BTG2
T	17.21423356	BTG2
T	17.21423356	BTG2
T	 8.924437921	BTG2
T	 8.924437921	BTG2
T	17.214233557	BTG2
T	17.214233557	BTG2
T	 8.92443792	BTG2
T	 6.137909825	BTG2
T	11.876922914	BTG2
T	 3.299759333	BTG2
T	17.214233557	BTG2
T	 8.924437921	BTG2
T	 8.92443792	BTG2
T	11.876922914	BTG2
T	17.214233557	BTG2
T	 8.92443792	BTG2
T	 8.924437921	BTG2
T	 4.513986777	BTG2
T	 8.92443792	BTG2
T	17.21423356	BTG2
T	11.876922914	BTG2
T	17.214233557	BTG2
T	17.214233557	BTG2
T	17.21423356	BTG2
T	 8.92443792	BTG2
T	11.876922914	BTG2
T	11.876922914	BTG2
T	 8.924437921	BTG2
T	11.876922914	BTG2
T	 8.924437921	BTG2
T	11.87692291	BTG2
T	 8.924437921	BTG2
T	 6.137909825	BTG2
T	17.214233557	BTG2
T	11.87692291	BTG2
T	17.214233557	BTG2
T	 8.92443792	BTG2
T	17.214233557	BTG2
T	11.876922914	BTG2
T	 8.924437921	BTG2
T	17.21423356	BTG2
T	 8.924437921	BTG2
T	 8.924437921	BTG2
T	11.876922914	BTG2
T	11.876922914	BTG2
T	17.21423356	BTG2
T	11.876922914	BTG2
T	17.214233557	BTG2
T	 8.92443792	BTG2
T	 8.924437921	BTG2
T	 8.924437921	BTG2
T	11.876922914	BTG2
T	 8.92443792	BTG2
T	17.214233557	BTG2
T	11.876922914	BTG2
T	 8.924437921	BTG2
T	 8.924437921	BTG2
T	17.214233557	BTG2
T	11.876922914	BTG2
T	11.876922914	BTG2
T	 8.924437921	BTG2
T	 6.13790983	BTG2
T	11.87692291	BTG2
T	 8.92443792	BTG2
T	17.21423356	BTG2
T	11.876922914	BTG2
T	17.214233557	BTG2
T	17.214233557	BTG2
T	 8.924437921	BTG2
T	17.214233557	BTG2
T	 8.92443792	BTG2
T	11.876922914	BTG2
T	17.214233557	BTG2
T	 8.924437921	BTG2
N	 8.924437921	BTG2
N	11.876922914	BTG2
N	11.87692291	BTG2
N	11.876922914	BTG2
N	17.214233557	BTG2
N	11.876922914	BTG2
N	17.21423356	BTG2
N	17.214233557	BTG2
N	 8.924437921	BTG2
N	11.87692291	BTG2
N	11.876922914	BTG2
N	17.214233557	BTG2
N	 8.924437921	BTG2
N	 8.924437921	BTG2
N	14.545578235	BTG2
N	11.876922914	BTG2
N	 6.137909825	BTG2
N	17.21423356	BTG2
N	11.87692291	BTG2
N	17.21423356	BTG2
N	 6.137909825	BTG2
N	11.876922914	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	11.876922914	BTG2
N	17.214233557	BTG2
N	11.87692291	BTG2
N	 8.924437921	BTG2
N	11.876922914	BTG2
N	 8.92443792	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	 8.924437921	BTG2
N	17.21423356	BTG2
N	17.214233557	BTG2
N	11.87692291	BTG2
N	 8.924437921	BTG2
N	17.21423356	BTG2
N	17.214233557	BTG2
N	 8.924437921	BTG2
N	17.21423356	BTG2
N	17.21423356	BTG2
N	 8.924437921	BTG2
N	17.214233557	BTG2
N	11.876922914	BTG2
N	 8.924437921	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	17.21423356	BTG2
N	 8.924437921	BTG2
N	11.876922914	BTG2
N	17.214233557	BTG2
N	 6.137909825	BTG2
N	17.21423356	BTG2
N	17.214233557	BTG2
N	 8.924437921	BTG2
N	 4.51398678	BTG2
N	17.21423356	BTG2
N	 6.137909825	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	11.876922914	BTG2
N	11.876922914	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	11.876922914	BTG2
N	17.214233557	BTG2
N	 8.924437921	BTG2
N	11.876922914	BTG2
N	17.214233557	BTG2
N	11.876922914	BTG2
N	 6.137909825	BTG2
N	 8.92443792	BTG2
N	17.214233557	BTG2
N	11.87692291	BTG2
N	17.214233557	BTG2
N	11.876922914	BTG2
N	17.214233557	BTG2
N	11.876922914	BTG2
N	 6.13790983	BTG2
N	11.876922914	BTG2
N	11.87692291	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	39.24716349	BTG2
N	17.214233557	BTG2
N	11.876922914	BTG2
N	11.87692291	BTG2
N	11.87692291	BTG2
N	 6.137909825	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	 8.924437921	BTG2
N	 6.137909825	BTG2
N	 8.924437921	BTG2
N	11.876922914	BTG2
N	11.876922914	BTG2
N	17.214233557	BTG2
N	 4.513986777	BTG2
N	17.214233557	BTG2
N	11.876922914	BTG2
N	17.21423356	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	 8.924437921	BTG2
N	 6.137909825	BTG2
N	 6.137909825	BTG2
N	17.214233557	BTG2
N	 8.924437921	BTG2
N	11.876922914	BTG2
N	17.214233557	BTG2
N	11.876922914	BTG2
N	11.876922914	BTG2
N	 8.92443792	BTG2
N	11.876922914	BTG2
N	39.247163493	BTG2
N	11.876922914	BTG2
N	 6.137909825	BTG2
N	 8.924437921	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	11.876922914	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	11.876922914	BTG2
N	 6.137909825	BTG2
N	11.876922914	BTG2
N	11.876922914	BTG2
N	11.87692291	BTG2
N	17.214233557	BTG2
N	11.876922914	BTG2
N	17.214233557	BTG2
N	11.876922914	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	11.87692291	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	 8.92443792	BTG2
N	17.21423356	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	 8.924437921	BTG2
N	17.214233557	BTG2
N	11.87692291	BTG2
N	 8.924437921	BTG2
N	17.214233557	BTG2
N	11.876922914	BTG2
N	17.214233557	BTG2
N	11.87692291	BTG2
N	17.214233557	BTG2
N	 8.924437921	BTG2
N	 6.137909825	BTG2
N	11.876922914	BTG2
N	11.87692291	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	 6.13790983	BTG2
N	17.214233557	BTG2
N	 6.13790983	BTG2
N	11.87692291	BTG2
N	11.876922914	BTG2
N	 6.137909825	BTG2
N	11.876922914	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	 8.924437921	BTG2
N	11.87692291	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	11.876922914	BTG2
N	 8.924437921	BTG2
N	11.876922914	BTG2
N	 4.51398678	BTG2
N	11.876922914	BTG2
N	17.214233557	BTG2
N	 6.137909825	BTG2
N	11.876922914	BTG2
N	11.876922914	BTG2
N	17.214233557	BTG2
N	11.876922914	BTG2
N	17.214233557	BTG2
N	17.21423356	BTG2
N	11.876922914	BTG2
N	11.87692291	BTG2
N	 8.924437921	BTG2
N	11.876922914	BTG2
N	 8.924437921	BTG2
N	17.21423356	BTG2
N	 8.924437921	BTG2
N	11.876922914	BTG2
N	11.876922914	BTG2
N	11.87692291	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	 8.92443792	BTG2
N	 6.13790983	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	11.87692291	BTG2
N	11.876922914	BTG2
N	 8.924437921	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	11.87692291	BTG2
N	17.214233557	BTG2
N	 8.92443792	BTG2
N	11.876922914	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	11.87692291	BTG2
N	17.214233557	BTG2
N	 8.924437921	BTG2
N	17.214233557	BTG2
N	17.214233557	BTG2
N	11.876922914	BTG2
N	17.214233557	BTG2
T	 2.195042217	IKZF3
T	 1.78001602	IKZF3
T	 1.027577284	IKZF3
T	 0.88205436	IKZF3
T	 0.882054361	IKZF3
T	 2.654711932	IKZF3
T	 0.882054361	IKZF3
T	 0.882054361	IKZF3
T	 0.551568493	IKZF3
T	 1.45591881	IKZF3
T	 1.17310021	IKZF3
T	 1.780016019	IKZF3
T	 0.88205436	IKZF3
T	 1.17310021	IKZF3
T	 0.551568493	IKZF3
T	 1.17310021	IKZF3
T	 1.17310021	IKZF3
T	 0.882054361	IKZF3
T	 0.551568493	IKZF3
T	 0.88205436	IKZF3
T	 1.45591881	IKZF3
T	 2.195042217	IKZF3
T	 0.71681143	IKZF3
T	 1.455918811	IKZF3
T	 1.455918811	IKZF3
T	 1.780016019	IKZF3
T	 0.882054361	IKZF3
T	 0.551568493	IKZF3
T	 0.88205436	IKZF3
T	 4.51398678	IKZF3
T	 1.17310021	IKZF3
T	 0.55156849	IKZF3
T	 1.780016019	IKZF3
T	 0.55156849	IKZF3
T	 1.173100207	IKZF3
T	 0.551568493	IKZF3
T	 0.348681526	IKZF3
T	 0.882054361	IKZF3
T	 0.882054361	IKZF3
T	 1.45591881	IKZF3
T	 0.71681143	IKZF3
T	 0.88205436	IKZF3
T	 1.173100207	IKZF3
T	 4.513986777	IKZF3
T	 0.882054361	IKZF3
T	 0.88205436	IKZF3
T	 0.551568493	IKZF3
T	 0.88205436	IKZF3
T	 0.882054361	IKZF3
T	 1.173100207	IKZF3
T	 1.45591881	IKZF3
T	 1.173100207	IKZF3
T	 0.716811427	IKZF3
T	 1.173100207	IKZF3
T	 0.88205436	IKZF3
T	 0.882054361	IKZF3
T	 0.049425531	IKZF3
T	 0.882054361	IKZF3
T	 1.17310021	IKZF3
T	 1.173100207	IKZF3
T	 1.455918811	IKZF3
T	 1.45591881	IKZF3
T	 0.88205436	IKZF3
T	 1.17310021	IKZF3
T	 0.882054361	IKZF3
T	 0.88205436	IKZF3
T	 0.882054361	IKZF3
T	 0.55156849	IKZF3
T	 1.455918811	IKZF3
T	 4.513986777	IKZF3
T	 2.195042217	IKZF3
T	 1.455918811	IKZF3
T	 0.882054361	IKZF3
T	 0.34868153	IKZF3
T	 0.882054361	IKZF3
T	 1.173100207	IKZF3
T	 1.173100207	IKZF3
T	 1.173100207	IKZF3
